aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
 0.09 ,10.07,0.01,2.4,0.01,0.13,0.09, 0.09 ,1.13,0,0.5,0.03,8.25,0.99,0.006,1.33,1.76,0.09,0,0.03,0
 0.08 ,23.71,0.05,0.4,0.02,0.3,0, 0.06 ,0.63,0,0.59,0.146,2.27,0.78,0.008,0.13,0.31,0.07,0.01,0.07,0
 0.07 ,24.83,0.02,1.76,0.06,0.16,0, 0.01 ,0.36,0,0.007,0.114,7.65,0.52,0.001,10.15,3.16,0.02,0.06,0,0
 0.03 ,13.58,0.02,1.22,0.08,0.04,0.05, 0.09 ,1.41,0,0.004,0.05,7.85,0.27,0.003,0.22,0.19,0.03,0.09,0.04,1
 0.04 ,5.95,0.02,0.9,0.08,0.06,0.04, 0.02 ,0.43,0,0.98,0.187,8.88,0.55,0.001,1.26,0.11,0.06,0.03,0.07,0
 0.04 ,21.7,0.08,0.16,0.04,0.12,0.06, 0.09 ,0.03,0,0.001,0.067,5.56,0.95,0.001,1.18,0.85,0.03,0.03,0,0
 0.07 ,9.62,0.03,1.59,0.04,0.26,0.05, 0.01 ,1.02,0,0.002,0.071,17.71,0.9,0.003,4.38,0.19,0.04,0.05,0.02,0
 0.05 ,27.69,0.08,2.96,0.02,0.02,0.05, 0.07 ,1.39,0,0.89,0.005,8.17,0.32,0.005,0.41,0.91,0.08,0.09,0,0
 0.06 ,18.66,0.03,1.82,0.05,0.28,0.09, 0.08 ,1.01,0,0.68,0.198,11.97,0.19,0.007,1.1,0.7,0.03,0.09,0.06,0
 0.06 ,4.77,0.05,1.85,0.03,0.4,0.1, 0.03 ,1.14,0,0.77,0.174,9.12,0.89,0.006,1.51,0.48,0.04,0.03,0.09,0
 0.01 ,17.91,0.06,0.48,0.1,0.09,0.02, 0.09 ,1.49,0,0.58,0.05,11.82,0.79,0.003,6.11,0.72,0.08,0.07,0.06,0
 0.05 ,19.75,0.01,1.58,0.03,0.25,0.09, 0.05 ,0.98,0.07,0.008,0.107,4.09,0.88,0.007,10.19,0.97,0.09,0.07,0.02,0
 0.01 ,26.59,0.04,0.75,0.08,0.04,0.04, 0.07 ,0.03,0,0.004,0.055,5.22,0.18,0,7.07,0.97,0.09,0.08,0.05,1
 0.02 ,23.35,0,0.74,0.09,0.04,0.05, 0.07 ,0.33,0,0.8,0.164,6.92,0.69,0.006,0.11,2.94,0.05,0.02,0.06,0
 0.08 ,0.27,0.05,0.46,0.05,0.49,0.07, 0.08 ,1.35,0.04,0,0.139,1.1,0.42,0.006,1.39,0.36,0.04,0.03,0.07,0
 0.04 ,0.56,0.08,0.52,0.02,0.05,0.05, 0.09 ,0.28,0,0.7,0.096,18.41,0.22,0.007,4.55,3.97,0.03,0.02,0.08,0
 0.04 ,3.26,0.03,0.84,0.03,0.2,0.07, 0.05 ,1.43,0,0.72,0.037,4.41,0.27,0.003,1.94,0.16,0.09,0.06,0,0
 0.04 ,9.72,0.03,0.76,0.09,0.17,0.03, 0.06 ,1.24,0,0.6,0.061,0.37,0.31,0.007,9.95,0.36,0.06,0.02,0.03,0
 0.08 ,20.05,0.1,0.15,0.08,0.05,0.03, 0.04 ,1.27,0,0.008,0.176,14.58,0.01,0,2.63,4.66,0.07,0.07,0.04,0
 0.08 ,11.46,0.01,0.24,0.08,0.11,0.08, 0.01 ,0.8,0,0.93,0.174,16.88,0.68,0.006,5.08,0.24,0.05,0.07,0.07,0
 0.05 ,16.69,0.01,0.78,0.09,0.15,0.06, 0.02 ,0.73,0,0.81,0.155,10.32,0.9,0.001,2.54,2.78,0.07,0.04,0.09,0
 0.09 ,27.07,0.04,0.71,0,0.26,0.02, 0.10 ,1.44,0,0.002,0.154,2.17,0.08,0.007,4.64,2.11,0.01,0.05,0.05,0
 0.00 ,24.25,0.08,0.84,0.06,0.06,0.01, 0.01 ,1.42,0,0.67,0.194,0.62,0.83,0.004,0.74,0.98,0.01,0.03,0.09,0
 0.03 ,11.64,0.01,0.38,0.05,0,0.04, 0.03 ,0.27,0.08,0.006,0.131,12.32,0.36,0.001,2.86,0.08,0.02,0.05,0.05,0
 0.02 ,0.63,0.05,2.85,0.03,0.04,0, 0.00 ,0.63,0,0.003,0.139,15.88,0.27,0.002,4.28,0.31,0.1,0.01,0.08,0
 0.05 ,5.69,0.09,1.89,0.05,0.46,0.08, 0.08 ,1.37,0,0.84,0.032,4.38,0.76,0.007,1.04,0.33,0.07,0.06,0,0
 0.02 ,26.37,0.05,0.28,0.04,0.02,0.05, 0.10 ,1.44,0,0.95,0.162,4.69,0.57,0.009,1.63,0.14,0.05,0.05,0.05,0
 0.03 ,7.37,0.07,1.68,0.01,0.06,0.04, 0.10 ,0.08,0,0.69,0.184,7.92,0.69,0.003,2.65,0.04,0.01,0.01,0.07,0
 0.09 ,0.83,0.04,0.08,0.03,0.06,0.07, 0.04 ,1.35,0.05,0.008,0.059,6.74,0.91,0.003,8.68,0.25,0.03,0.01,0.03,0
 0.04 ,5.63,0.06,0.04,0.04,0.68,0.05, 0.06 ,1.02,0,0.88,0.032,10.94,0.64,0.004,3.07,0.49,0.07,0,0.02,0
 0.08 ,21.49,0.01,0.17,0.01,0.31,0.06, 0.01 ,0.12,0,0.63,0.026,4.85,0.2,0.007,1.81,5.12,0.07,0.1,0,0
 0.10 ,9.85,0.03,0.22,0.07,0.16,0.08, 0.01 ,0.9,0,0.95,0.014,17.66,0.99,0.007,6.04,2.78,0.1,0.04,0.04,0
 0.01 ,10.67,0.03,0.06,0.09,0.07,0.01, 0.03 ,0.72,0,0.001,0.028,18.72,0.84,0.006,3.74,0.14,0.01,0.02,0.09,0
 0.08 ,14.1,0.02,0.16,0.02,0.05,0.08, 0.08 ,0.04,0,0.007,0.074,16.31,0.53,0.008,0.32,3.96,0.09,0.03,0,0
 0.03 ,10.06,0.01,0.28,0.09,0.01,0.1, 0.08 ,0.24,0,0.61,0.127,15.88,0.12,0.006,10.15,0.95,0.07,0.07,0.03,0
 0.05 ,1.75,0.06,0.59,0.02,0,0.06, 0.08 ,1.33,0,0.001,0.031,12.3,0.21,0.009,0.08,2.8,0.09,0.07,0.03,0
 0.01 ,2.55,0.09,0.69,0.08,0.57,0.1, 0.05 ,1.31,0,0.64,0.093,13.37,0.66,0.004,4.23,0.58,0.07,0.09,0.03,0
 0.02 ,3.55,0.03,0.52,0.01,0.08,0.08, 0.04 ,1.41,0,0.63,0.128,8.99,0.17,0.01,7.63,1.57,0.02,0.08,0.06,0
 0.09 ,24.93,0.04,1.52,0,0.08,0.08, 0.02 ,1.25,0,0.75,0.076,7.49,0.21,0.008,2.83,1.84,0.01,0.02,0.08,0
 0.09 ,14.74,0.04,0.43,0.07,0.06,0.05, 0.09 ,0.38,0.04,0.007,0.166,0.34,0.12,0.01,0.89,0.68,0.09,0.04,0.01,0
 0.10 ,2.93,0,0.06,0.06,0.26,0.07, 0.05 ,0.46,0,0.001,0.165,5.52,0.09,0.002,4.94,0.13,0.05,0.02,0.06,0
 0.09 ,14.31,0.1,0.76,0.08,0.01,0.09, 0.02 ,1.01,0,0.6,0.04,11.89,0.76,0.007,2.05,0.68,0.02,0.06,0.01,0
 0.01 ,9.92,0.04,0.59,0.07,0.12,0.04, 0.06 ,0.57,0,0.82,0.023,2.96,0.15,0.007,0.43,0.43,0.03,0.02,0.06,0
 0.02 ,14.99,0.09,2.44,0.05,0.25,0.02, 0.04 ,0.08,0,0.61,0.123,3.28,0.07,0,0.31,0.06,0.03,0,0.01,0
 0.06 ,20.63,0.03,1.52,0.07,0.27,0.08, 0.04 ,0.63,0,0.006,0.142,6.29,0.43,0.007,3.26,0.83,0.06,0.08,0.01,0
 0.07 ,3.62,0.1,0.81,0.06,0.07,0.04, 0.09 ,1.03,0,0.001,0.145,5.04,0.68,0.002,11.08,0.59,0.05,0.08,0.03,1
 0.05 ,9.89,0.03,0.77,0,0.07,0.05, 0.08 ,0.65,0,0.92,0.105,2.84,0.86,0.008,6.94,1.24,0.09,0.1,0.07,0
 0.07 ,22.08,0.07,0.31,0.09,0.12,0.02, 0.02 ,0.69,0,0.002,0.054,10.51,0.11,0.007,0.3,2.42,0.09,0.03,0.04,0
 0.01 ,10.37,0.07,0.52,0.01,0.06,0.09, 0.08 ,0.39,0.05,0.004,0.125,2.31,0.06,0.003,0.05,0.56,0.05,0.01,0.02,0
 0.04 ,24.58,0.04,0.55,0.1,0.06,0.08, 0.09 ,0.84,0,0.65,0.168,18.82,0.02,0,11.45,3.68,0.05,0.07,0,0
 0.04 ,13.28,0.04,0.28,0.02,0.1,0, 0.00 ,0.7,0.08,0.001,0.144,8.95,0.18,0.005,1.35,4.1,0.06,0.01,0.02,1
 0.01 ,24.63,0.02,0.03,0.04,0.02,0.08, 0.06 ,1.02,0.04,0.001,0.075,1.79,0.24,0,9.84,0.8,0.03,0,0.06,0
 0.00 ,28.14,0.08,0.59,0.01,0.09,0.03, 0.05 ,0.55,0,0.006,0.097,14.75,0.39,0.004,0.03,0.55,0.08,0.02,0.07,0
 0.08 ,0.24,0.02,0.62,0.05,0.02,0.04, 0.08 ,0.05,0,0.002,0.102,15.03,0.93,0.007,5.97,2.33,0.03,0.02,0.03,0
 0.01 ,11.1,0.08,1.35,0.04,0.02,0.09, 0.05 ,0.75,0,0.007,0.008,14.25,0.14,0.004,2.38,0.36,0.02,0.01,0.09,0
 0.07 ,27.4,0.09,0.37,0.01,0.05,0.07, 0.02 ,1.29,0,0.006,0.108,9.01,0.65,0.004,2.13,1.97,0.07,0.08,0.01,0
 0.03 ,18.59,0.09,2.12,0.03,0.24,0.02, 0.02 ,0.94,0,0.92,0.011,0.42,0.96,0.004,1.24,0.48,0,0.02,0.07,0
 0.10 ,23.25,0.02,0.4,0.06,0.12,0.08, 0.04 ,0.52,0,0.003,0.057,13.75,0.57,0.005,11.65,0.31,0.07,0.01,0.08,0
 0.03 ,11.41,0.08,0.56,0.02,0.23,0.06, 0.03 ,0.27,0,0.62,0.166,0.02,0.12,0.003,2,0.18,0,0.08,0.05,0
 0.09 ,22.02,0.02,0.41,0.07,0.1,0.04, 0.10 ,1.07,0,0.004,0.089,16.23,0.94,0.01,10.51,2.56,0.07,0.07,0,0
 0.01 ,9.2,0.01,0.17,0.03,0.01,0.02, 0.04 ,1.49,0,0.001,0.087,15.79,0.54,0.006,0.3,3.63,0.1,0,0.07,0
 0.02 ,11.97,0.01,0.03,0.08,0.27,0.02, 0.09 ,0.82,0,0.62,0.177,14.8,0.17,0.001,0.05,2.18,0.07,0.07,0.07,0
 0.08 ,6.98,0.07,0.42,0.07,0.05,0, 0.06 ,1.14,0,0.006,0.18,15.86,0.92,0.01,9.72,5.05,0.08,0.06,0.01,0
 0.03 ,8.79,0,2.26,0.09,0.34,0.07, 0.02 ,1.17,0,0.007,0.091,14.04,0.09,0.009,5.45,0.59,0.03,0.04,0.04,0
 0.03 ,0.41,0.04,1.17,0.08,0.02,0.03, 0.05 ,0.44,0.07,0.007,0.15,10.3,0.81,0.005,6.7,3.12,0.02,0.02,0.08,0
 0.01 ,2.59,0,0.05,0.09,0.28,0.08, 0.06 ,0.02,0,0.63,0.042,11.36,0.61,0.009,2.36,0.45,0.09,0.01,0.04,0
 0.07 ,22.5,0.02,0.97,0.09,0.52,0.05, 0.02 ,0.02,0,0.008,0.017,13.82,0,0.001,2.53,0.68,0,0.05,0.06,0
 0.06 ,28.32,0.03,0.7,0.04,0.01,0.04, 0.06 ,0.62,0,0.8,0.093,10.81,0.62,0.004,0.04,0.56,0.03,0.09,0.02,0
 0.09 ,7.11,0.01,0.46,0.05,0.07,0.01, 0.08 ,0.33,0,0,0.061,1.87,0.43,0.01,6.11,0.84,0.01,0.03,0.02,0
 0.05 ,22.27,0.07,0.58,0.09,0.02,0.03, 0.03 ,0.47,0,0.67,0.042,0.61,0.99,0.008,9.8,0.54,0.1,0.05,0.08,0
 0.08 ,11.5,0.05,1.09,0.01,0.08,0.04, 0.07 ,1.33,0,0.007,0.151,9.42,0.12,0.009,2.29,4.63,0.08,0.04,0.01,0
 0.10 ,7.79,0.1,0.42,0,0.05,0.05,1.22,0.78,0,0.007,0.082,17.53,0.05,0.006,3.5,0.21,0.04,0.04,0.01,0
 0.03 ,13.23,0.07,0.84,0.01,0.16,0.1,1.67,0.62,0.02,0.004,0.09,13.71,0.67,0.008,5.07,2.87,0.07,0.03,0.06,0
 0.09 ,16.93,0.04,0.22,0.1,0.35,0.01,1.64,1.43,0,0.009,0.075,13.81,0.05,0.002,1.72,0.8,0,0.01,0.02,0
 0.09 ,23.46,0,1.9,0.02,0.48,0.09,1.56,0.21,0,0.73,0.111,4.39,0.15,0.001,4.86,2.61,0.09,0.08,0.04,0
 0.08 ,14.73,0.02,0.68,0.1,0.06,0.06,0.69,1.06,0,0.89,0.061,1.6,0.45,0,4.16,3.31,0.01,0.04,0.06,0
 0.03 ,28.71,0.01,0.45,0.07,0.05,0.09,1.12,0.53,0,0.008,0.159,14.47,0.58,0.006,3.7,0.94,0.02,0.08,0.03,0
 0.07 ,3.7,0.04,0.22,0.07,0.09,0.1,1.69,0.11,0,0.008,0.058,8.1,0.01,0.001,1.59,2.97,0,0.08,0.09,0
 0.05 ,29.28,0.06,0.4,0.03,0.07,0.02,1.05,0.81,0,0.005,0.066,4.62,0.9,0,2.08,1.8,0.07,0.09,0.02,1
 0.08 ,0.83,0.06,2.05,0.08,0.09,0.08,0.31,1.3,0,0.001,0.154,15.46,0.24,0.007,3.11,4.36,0.09,0.07,0.04,0
 0.07 ,23.8,0.01,0.72,0.05,0.12,0.02,1.14,1.16,0,0.85,0.114,0.74,0.65,0.005,2.61,3.58,0.05,0.08,0.06,0
 0.00 ,26,0.08,0.31,0.04,0.02,0.05,1.62,0.96,0,0,0.138,5.66,0.34,0,0.44,0.52,0.01,0,0.06,0
 0.07 ,17.75,0.05,0.03,0.04,0.39,0.07,1.85,0.44,0,0,0.047,13.88,0.41,0.002,0.15,2.97,0.05,0.04,0,0
 0.02 ,28.28,0.01,0.19,0.07,0.54,0.08,0.2,0.58,0,0.8,0.112,11.7,0.4,0.007,0.5,1.16,0.07,0.06,0.09,0
 0.10 ,15.08,0.02,0.55,0.04,0.03,0.07,0.31,0.74,0,0.001,0.016,14.29,0.25,0.005,3.35,0.87,0.03,0.08,0.05,0
 0.08 ,9.43,0.08,0.23,0.07,0.09,0.03,1.37,0.71,0,0.99,0.112,11.47,0.7,0.001,1.82,0.95,0,0.03,0.06,0
 0.05 ,25.67,0.07,0.58,0.03,0.16,0.06,0.66,0.49,0,0.006,0.151,14.25,0.06,0.003,1.68,0.87,0.06,0.05,0.05,0
 0.09 ,14.82,0.09,0.49,0.08,0.31,0.03,1.47,0.15,0,0.002,0.085,18.95,0.99,0.001,0.89,2.58,0.05,0.08,0.07,0
 0.09 ,28.43,0.02,2.83,0.06,0.08,0.09,1.47,1.37,0,0.002,0.197,13.53,1,0.005,0.17,0.25,0.09,0.09,0.03,0
 0.02 ,26.8,0.09,1.35,0.06,0.09,0.09,1.97,1.48,0,0.009,0.031,9.52,0.84,0.001,1.24,0.96,0.09,0.08,0.08,0
 0.10 ,24.97,0.05,0.83,0.08,0.19,0.05,0.71,0.91,0,0.66,0.182,15.37,0.78,0.006,0.02,0.51,0.08,0.05,0.05,0
 0.04 ,8.35,0.05,0.01,0.06,0.26,0.05,1.18,0.03,0,0,0.069,0.46,0.78,0.004,10.29,0.42,0.05,0.01,0.04,0
 0.09 ,21.16,0.02,0.13,0.09,0.06,0.06,1.49,0.65,0,0.63,0.16,13.24,0.85,0.003,6.32,1.64,0.02,0.06,0.01,0
 0.07 ,8.76,0.03,0.85,0.05,0.06,0.05,0.17,0.05,0,0,0.054,16.44,0.03,0.007,2.97,1.9,0.08,0.09,0.02,0
 0.02 ,20.95,0.02,2.52,0.06,0.24,0.09,0.66,0.9,0,0.65,0.1,2.21,0.04,0.003,6.15,1.56,0.08,0.01,0.05,0
 0.06 ,13.53,0,0.02,0.05,0.07,0.03,0.02,0.99,0.05,0.003,0.078,15.07,0.48,0.006,0.7,5.69,0.07,0.02,0.01,0
 0.00 ,11.19,0.07,0.58,0.01,0.48,0.05,1.66,1.08,0,0.71,0.016,1.99,0.77,0.004,3.86,0.07,0.02,0.1,0.05,0
 0.08 ,23.42,0.03,0.97,0.05,0.06,0.08,0.57,0.61,0,0.001,0.117,7.63,0.85,0.003,3.51,1.87,0.02,0.04,0.02,1
 0.02 ,13.51,0.08,0.17,0.02,0.1,0.07,1.38,0.11,0,0.67,0.135,10.59,0.64,0.006,10.04,2.31,0.08,0.04,0.02,0
 0.10 ,4.95,0.01,0.25,0.04,0.09,0.1,1.88,0.33,0,0.007,0.021,18.78,0.62,0.007,5.97,0.32,0.1,0.1,0.08,0
 0.04 ,19.5,0.09,0.24,0,0.04,0.02,1.86,0.86,0,0.005,0.197,14.52,0.84,0.001,0.43,3.92,0.08,0.01,0.07,0
 0.06 ,23.78,0.08,0.8,0.06,0.06,0.05,1.45,0.98,0,0.002,0.167,15.21,0.07,0.004,1.29,2.2,0.08,0.08,0.08,0
 0.10 ,16.37,0.02,0.81,0.06,0.29,0,0.82,1.24,0,0.83,0.109,5.14,0.81,0.01,0.42,0.57,0.03,0.07,0.01,0
 0.09 ,2.54,0.03,1.07,0,0.2,0.06,0.6,1.29,0.04,0.008,0.145,9.4,0.83,0.006,2.06,5.49,0.05,0.05,0.06,0
 0.07 ,21.27,0.01,0.45,0.04,0.07,0.04,0.17,0.58,0,0.52,0.011,19.1,0.49,0.009,3.61,0.28,0.08,0.03,0.08,0
 0.04 ,18.84,0.05,1.92,0,0.08,0.04,1,0.09,0,0.91,0.103,4.52,0.97,0.006,2.23,0.04,0.03,0.02,0.05,0
 0.00 ,23.71,0.08,0.01,0.09,0.1,0.04,1.35,1.07,0,0.7,0.101,2.16,0.71,0.008,3.1,3.27,0.09,0.01,0.03,0
 0.08 ,17.91,0.03,1.49,0.02,0.07,0.05,0.79,0.54,0,0.009,0.126,17.95,0.39,0.009,1.86,2.14,0.1,0.09,0.02,0
 0.08 ,2.03,0,0.82,0.02,0.12,0.06,1.54,0.62,0,0.001,0.017,2.91,0.32,0.007,0.13,0.5,0.01,0.01,0.03,0
 0.04 ,15.11,0.06,0.68,0.04,0.3,0.01,1.08,1.43,0,0.89,0.08,2.21,0.1,0.008,4.81,4.48,0.06,0.05,0.08,0
 0.02 ,16.79,0.08,0.07,0.02,0.08,0.05,1.15,0.34,0,0.85,0.065,18.32,0.73,0.003,7.8,0.5,0.1,0.07,0.01,0
 0.08 ,26.17,0.02,0.35,0.03,0.07,0.08,0.71,0.99,0,0.75,0.071,0.72,0.06,0.002,2.44,0.66,0,0.03,0.05,0
 0.07 ,17.44,0.05,0.12,0.06,0.09,0.01,1.82,0.22,0,0.99,0.108,8.46,0.96,0.005,0.04,0.25,0.1,0.09,0.07,0
 0.09 ,18.67,0.09,0.84,0.05,0.49,0.04,1.18,1,0,0.92,0.086,9.49,0.79,0.007,1.55,0.87,0.03,0.04,0.08,0
 0.03 ,7.25,0.08,0.94,0.08,0.03,0.06,1.51,1.46,0,0.58,0.061,9.37,0.17,0.004,4.42,0.67,0.03,0.07,0.06,0
 0.04 ,10.17,0.09,0.37,0.01,0.04,0.08,1.77,0.43,0,0.8,0.114,12.74,0.1,0.008,0.11,0.71,0.02,0.02,0.06,0
 0.00 ,20.53,0.05,0.99,0.01,0.7,0.08,1.23,1.44,0,0.56,0.012,10.36,0.76,0.004,8.9,0.26,0.07,0.03,0.08,0
 0.06 ,26.86,0.06,0.02,0.06,0.29,0.07,1.34,0.29,0,0.96,0.167,15.88,1.68,0.002,0.11,2.46,0.06,0.07,0.06,0
 0.01 ,21.07,0.1,0.77,0.07,0.31,0.07,1.05,1,0,0.007,0.109,2.57,0.57,0.001,6.53,0.27,0.04,0.1,0.05,0
 0.05 ,6.04,0.02,0.46,0.06,0.09,0.01,1.09,1.35,0,0.002,0.031,17.01,0.74,0.007,4.01,0.74,0.08,0,0.08,0
 0.03 ,1.93,0.05,0.33,0.06,0.04,0.08,0.27,0.53,0,0.002,0.11,14.24,1.28,0.009,1.74,2.4,0.04,0.04,0,0
 0.02 ,14.71,0,1.83,0.06,0.3,0.04,1.57,0.26,0,0.69,0.182,1.8,1.47,0.008,0.39,1.43,0.01,0.04,0.05,0
 0.00 ,25.28,0.08,0.75,0.03,0.09,0.04,0.46,1.41,0.08,0.006,0.049,9.94,0.79,0.006,0.02,0.53,0.03,0.01,0,0
 0.02 ,22.56,0.05,0.53,0.04,0.07,0.01,1.53,0.87,0,0.008,0.079,9.38,0.7,0.007,0.77,5.2,0.06,0.06,0.05,0
 0.10 ,5.99,0.08,0.08,0.01,0.02,0.08,1.03,0.51,0,0.77,0.012,2.04,0.26,0.008,1.83,1.81,0.02,0.01,0.04,0
 0.01 ,25.33,0.06,0.36,0.05,0.36,0.08,1.56,0.91,0,0.005,0.013,11.49,0.48,0.006,3.99,4.1,0.05,0.06,0.08,0
 0.02 ,15.42,0.1,2.03,0.04,0.1,0.03,1.35,1.24,0,0.006,0.193,18.01,0.64,0.001,8.13,0.82,0.09,0.07,0.05,0
 0.01 ,28.33,0.09,1.97,0.01,0.05,0,1.09,0,0,0.8,0.091,17.89,0.48,0.001,8.3,0.83,0.09,0.03,0,0
 0.05 ,3.46,0.03,0.09,0.06,0.17,0.05,0.9,0.55,0,0.002,0.135,5.64,0.93,0.004,0.25,5.16,0.04,0.05,0.04,0
 0.02 ,22.24,0.03,0.44,0.09,0,0.1,1.85,1.24,0,0.75,0.124,2.86,0.7,0.008,0.2,1.89,0.08,0.06,0.06,0
 0.06 ,26.5,0,0.3,0.05,0.08,0.09,0.91,0.42,0,0.006,0.107,14.16,0.69,0.009,5.21,0.82,0.04,0.03,0,0
 0.07 ,12.74,0.09,0.65,0.01,0.05,0,1.88,0.4,0,0.004,0.085,12.58,0.17,0.008,6.94,3.11,0.1,0.07,0.05,0
 0.06 ,18.91,0.07,1.08,0.02,0.16,0.09,0.08,0.34,0,0.003,0.146,8.52,0.41,0.006,7.89,0.83,0.09,0.04,0.05,1
 0.06 ,9.07,0.05,3.54,0.06,0.19,0.04,0.22,0.68,0,0.63,0.162,11.91,0.22,0.005,3.56,5.78,0.09,0.01,0.06,0
 0.05 ,22.21,0.09,0.05,0.01,0.15,0.08,0.29,0.51,0,0.86,0.048,2.3,0.49,0.005,4.76,4.85,0.07,0.04,0.07,0
 0.09 ,0.95,0.03,1.64,0.02,0.15,0.07,1.92,1.2,0,0.003,0.082,18.94,0.49,0.008,5.17,0.67,0.02,0.08,0.08,0
 0.03 ,27.3,0.07,0.11,0.07,0.19,0.07,1.29,1.04,0,0.001,0.079,15.9,0.46,0.005,7.63,0.07,0.01,0.09,0.03,0
 0.05 ,13.14,0.05,0.97,0.08,0.04,0,1.14,0.36,0,0.008,0.071,19.21,0.14,0.004,3.26,0.39,0.04,0.01,0.02,0
 0.10 ,0.12,0.1,0.72,0.1,0,0.09,1.71,1.42,0,0.002,0.103,16.81,0.44,0.006,7.95,0.51,0.07,0.09,0,0
 0.06 ,28.73,0.09,1.6,0.02,0.01,0.08,1.59,1.04,0.08,0.007,0.141,7.02,0.09,0.006,4.66,1,0.05,0.02,0.08,0
 0.04 ,10.38,0.1,1.87,0.02,0.11,0.07,0.3,0.52,0,0.002,0.131,8.75,0.68,0.005,1.83,1.04,0.06,0.03,0.05,1
 0.01 ,8.57,0.09,3.08,0.02,0,0.07,0.54,0.14,0,0.004,0.069,9.17,0.2,0.007,3.71,1.42,0.08,0.09,0.09,0
 0.06 ,0.38,0.07,2.3,0.05,0.42,0,1.79,0.89,0,0.67,0.136,14.65,0.88,0.006,1.29,0.36,0.09,0.1,0.01,0
 0.03 ,22.88,0,0.61,0.01,0.05,0.08,0.54,1.33,0.05,0.001,0.166,11.96,0.2,0.006,0.1,0.2,0.07,0.08,0.08,0
 0.02 ,20.42,0.06,0.14,0.06,0.08,0.05,0.44,1.2,0,0.77,0.112,10.42,0.55,0.001,2.41,0.84,0.01,0.05,0.06,0
 0.04 ,18.47,0.09,1.16,0.09,0.02,0.08,1.97,0.59,0,0.007,0.169,5.09,0.26,0.004,0.75,0.58,0.07,0.05,0.01,0
 0.08 ,9.32,0.07,0.14,0.02,0.61,0.08,1.98,0.66,0.06,0.008,0.101,8.06,0.37,0.009,0.11,0.99,0.04,0.06,0.01,0
 0.09 ,7.63,0.08,0.99,0.02,0.56,0.01,0.65,0.9,0,0.58,0.093,10.49,0.33,0.003,5.95,0.9,0.05,0.09,0.05,0
 0.04 ,3.22,0.07,0.27,0.04,0.24,0.02,1.23,0.75,0,0.79,0.025,16.22,0.21,0.002,7.48,0.5,0.07,0.03,0.03,0
 0.04 ,20.86,0.04,0.86,0.03,0.12,0.06,1.06,0.1,0,0.84,0.139,16.76,0.48,0.001,0.1,2.37,0.08,0.09,0.07,0
 0.02 ,2.21,0.09,0.14,0.09,0.06,0.02,1.08,0.15,0,0.007,0.184,3.23,0.02,0.001,5.27,0.09,0,0.06,0.05,0
 0.08 ,11.68,0,0.17,0.04,0.01,0.05,0.14,1.01,0,0,0.015,9.99,0.46,0.008,5.61,3.97,0.01,0.02,0,1
 0.08 ,1.26,0.03,1.28,0.07,0.02,0.05,1.26,0.83,0,0.77,0.09,11.38,0.57,0.004,0.25,0.85,0.09,0.08,0.08,0
 0.00 ,28.23,0.1,0.86,0.08,0,0.07,1.34,0.03,0,0.98,0.068,11.67,0.62,0.005,2.61,0.3,0.05,0.05,0.02,0
 0.09 ,12.85,0.05,0.14,0.07,0,0.07,1.69,1.47,0.05,0.008,0.123,6.27,0.67,0.009,0.38,0.91,0.03,0.07,0.05,0
 0.10 ,2.97,0.08,0.19,0.06,0.42,0.01,1.75,1.28,0,0.008,0.177,17.07,0.63,0.003,2.11,0.19,0.01,0.01,0.08,0
 0.03 ,3.36,0.07,0.82,0.07,0.19,0.06,1.61,0.45,0,0.002,0.149,18.9,0.95,0.004,0.81,0.68,0.1,0.05,0.03,0
 0.03 ,20.07,0.07,3.95,0.08,0.25,0.08,0.19,0.52,0,0.74,0.062,6.84,0.37,0.004,1.27,3.21,0,0.01,0.02,0
 0.09 ,19.6,0.04,2.6,0.01,0.19,0.01,0.38,0.02,0,0.76,0.121,7.7,0.97,0.008,0.2,0.95,0.07,0.1,0.09,0
 0.03 ,11.68,0.09,0.43,0.04,0.15,0.02,0.34,0.14,0.06,0.004,0.086,14.6,0.76,0,3.77,2.4,0.01,0.1,0.06,0
 0.02 ,21.72,0.04,1.36,0.1,0.21,0.07,0.93,0.2,0,0.51,0.105,6.42,0.44,0.002,0.32,0.9,0.04,0,0.05,0
 0.08 ,8.39,0.05,0.66,0.08,0.01,0.05,0.7,0.32,0,0.65,0.168,2.46,0.21,0.003,3.79,0.08,0.09,0.08,0.01,0
 0.06 ,10.11,0.04,0.5,0,0,0.05,1.55,1.09,0,0.72,0.137,14.66,0.64,0.001,0.02,1.52,0.09,0.06,0.03,0
 0.04 ,8.56,0.07,0.2,0.03,0.05,0.09,1.11,0.36,0,0.006,0.189,17.2,0.53,0.01,7.42,4.29,0.01,0,0.05,0
 0.08 ,12.81,0.09,0.52,0.08,0.07,0.02,1.97,0.61,0,0.52,0.095,14.19,0.24,0.005,4.29,0.5,0.01,0,0.02,0
 0.10 ,27.45,0.06,0.23,0.03,0.15,0.02,0.42,1.13,0.05,0.004,0.053,13.07,0.82,0.006,5.77,0.01,0.08,0.09,0.04,0
